prompt_id,prompt,continuation_text,token_idx,token_id,token_str,p_a,p_b,logp_a,logp_b,delta_logp,ratio_pA_over_pB,log10_ratio
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",16,1588, large,0.3085570260616976,0.24474701627363726,-1.1758486032485962,-1.4075301885604858,0.23168158531188965,1.2607182337075689,0.10061803405955115
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",17,3303, language,0.6114886592652247,0.6877558718027016,-0.4918588697910309,-0.3743213415145874,-0.11753752827644348,0.8891071444616384,-0.051045899947006826
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",18,4981, models,0.9519598144126564,0.9796042671651487,-0.04923245683312416,-0.020606597885489464,-0.028625858947634697,0.9717799792435655,-0.012432052580698575
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",19,287, in,0.5512406266882379,0.3876339914548474,-0.5955838561058044,-0.9476937055587769,0.3521098494529724,1.4220647281714145,0.15291936464121064
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",20,3660, modern,0.6441517683771267,0.5498726707263732,-0.43982091546058655,-0.5980685353279114,0.15824761986732483,1.1714562346337603,0.06872606808270257
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",21,3592, society,0.9752007948602178,0.9609373161093283,-0.025111885741353035,-0.03984609991312027,0.014734214171767235,1.0148432978007764,0.0063989879099792014
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",22,318, is,0.9233396337694662,0.9456506708309756,-0.07975814491510391,-0.0558820478618145,-0.023876097053289413,0.9764066819284292,-0.010369257199630083
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",23,407, not,0.6729355583859625,0.986220715705359,-0.39610570669174194,-0.013875099830329418,-0.3822306068614125,0.6823376833092272,-0.16600064337444267
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",24,655, just,0.815530983628789,0.9954839775045282,-0.20391586422920227,-0.004526250530034304,-0.19938961369916797,0.8192306476626132,-0.08659380897836967
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",25,284, to,0.9972230041134889,0.9991357649292603,-0.0027808588929474354,-0.0008646087371744215,-0.0019162501557730138,0.9980855846793686,-0.0008322168685984666
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",26,1104, support,0.9828869616571151,0.9993395401771278,-0.017261158674955368,-0.0006606780225411057,-0.016600480652414262,0.9835365480314163,-0.0072094971442852075
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",27,262, the,0.9988211003202244,0.9991820593732825,-0.001179595128633082,-0.0008182753226719797,-0.00036131980596110225,0.9996387454621789,-0.00015691919793126038
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",28,1919, social,0.9977451263056705,0.9983250585729606,-0.0022574197500944138,-0.0016763457097113132,-0.0005810740403831005,0.9994190947504422,-0.00025235724931560786
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",29,2775, contract,0.9992433555489785,0.9998564926163067,-0.0007569308509118855,-0.00014351768186315894,-0.0006134131690487266,0.9993867749303464,-0.0002664019544446485
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",30,475, but,0.9962859327386003,0.9906543005727294,-0.0037209815345704556,-0.009389644488692284,0.005668662954121828,1.0056847602262617,0.002461869040744496
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",31,635, also,0.9959223331798361,0.9983993205490698,-0.004086003173142672,-0.0016019619069993496,-0.002484041266143322,0.997519041411335,-0.0010788054147060117
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",32,284, to,0.9992971595077569,0.9989085202618878,-0.0007030876004137099,-0.0010920758359134197,0.00038898823549970984,1.000389063901234,0.00016893544420280659
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",33,7719, promote,0.9979325450981215,0.9983898144586552,-0.0020695950370281935,-0.001611483283340931,-0.00045811175368726254,0.9995419931634802,-0.00019895540672139979
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",34,340, it,0.9980334646032984,0.9992808510800768,-0.0019684715662151575,-0.0007194076315499842,-0.0012490639346651733,0.9987517158210025,-0.0005424615743694485
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",35,13,.,0.9957348414588781,0.9942776285864885,-0.004274280276149511,-0.005738806910812855,0.0014645266346633434,1.0014655995775157,0.0006360358360346296
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",36,383, The,0.10446227760271551,0.08014653746612065,-2.2589292526245117,-2.5238986015319824,0.2649693489074707,1.3033910248071983,0.11507472610401194
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",37,2597, role,0.4777430372322809,0.22623709823310736,-0.7386822700500488,-1.4861717224121094,0.7474894523620605,2.1116918532080446,0.3246305444417265
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",38,286, of,0.9970454506501961,0.9941273942999236,-0.0029589226469397545,-0.005889917258173227,0.002930994611233473,1.0029352941755794,0.001272914786146864
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",39,1588, large,0.9145829638919548,0.7677641496414827,-0.08928709477186203,-0.26427268981933594,0.1749855950474739,1.1912290568907538,0.0759952783416749
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",40,3303, language,0.9556482841024464,0.9897817281649668,-0.045365337282419205,-0.010270836763083935,-0.03509450051933527,0.9655141703557176,-0.015241347920698112
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",41,4981, models,0.9990662718066795,0.9983169795492036,-0.0009341643890365958,-0.0016844383208081126,0.0007502739317715168,1.0007505554576606,0.00032583982848422656
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",42,287, in,0.9982282375520287,0.8371768165216759,-0.0017733338754624128,-0.17771998047828674,0.17594664660282433,1.1923744397264768,0.07641265772898813
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",43,3660, modern,0.9839817780209477,0.9520777973723109,-0.016147900372743607,-0.04910852760076523,0.03296062722802162,1.0335098462926982,0.014314618525199864
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",44,3592, society,0.9994147866372565,0.9959989580361037,-0.0005853846669197083,-0.0040090675465762615,0.0034236828796565533,1.003429550376125,0.001486886582421476
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",45,318, is,0.9979517775301339,0.8751061147559326,-0.0020503229461610317,-0.13341012597084045,0.13135980302467942,1.140378018965692,0.057048837597516354
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",46,407, not,0.9268882064751297,0.8696256298757064,-0.07592231780290604,-0.13969247043132782,0.06377015262842178,1.0658473883843647,0.027695025396651727
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",47,655, just,0.9622991442412163,0.9907161926919729,-0.03842991590499878,-0.009327170439064503,-0.029102745465934277,0.9713166609566138,-0.012639161764090136
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",48,284, to,0.9990778136772457,0.9986718673914542,-0.0009226117981597781,-0.001329015358351171,0.0004064035601913929,1.0004064861533066,0.00017649882361695798
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",49,1104, support,0.9944132912147537,0.9990568719497454,-0.00560237281024456,-0.0009435730753466487,-0.0046587997348979115,0.9953520356394434,-0.002023291017158495
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",50,262, the,0.9983612970791457,0.9991151777863486,-0.0016400470631197095,-0.0008852138998918235,-0.000754833163227886,0.9992454516516572,-0.00032781987754744744
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",51,1919, social,0.9980969949017227,0.999113273813723,-0.001904818112961948,-0.0008871195605024695,-0.0010176985524594784,0.9989828191270835,-0.00044198086557407847
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",52,2775, contract,0.999348350118397,0.9998686486195488,-0.0006518622976727784,-0.00013136000779923052,-0.0005205022898735479,0.9994796331479437,-0.00022605127231008863
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",53,475, but,0.9959738882060435,0.989637869582098,-0.004034238401800394,-0.010416191071271896,0.006381952669471502,1.006402360720716,0.002771646828119201
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",54,635, also,0.9964264049490599,0.9986043409217998,-0.003579995594918728,-0.001396633917465806,-0.002183361677452922,0.9978190201228951,-0.0009482219285168314
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",55,284, to,0.9991621843624163,0.9988168188542229,-0.0008381668012589216,-0.0011838816571980715,0.00034571485593914986,1.000345774622207,0.0001501420542463504
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",56,7719, promote,0.9979966562728187,0.9968070739021057,-0.0020053531043231487,-0.0031980343628674746,0.0011926812585443258,1.0011933927856835,0.0005179748892552262
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",57,340, it,0.9987181189480606,0.9995407783739996,-0.0012827033642679453,-0.0004593271005433053,-0.00082337626372464,0.9991769626174959,-0.00035758776786572774
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",58,13,.,0.9994178824663636,0.9851264670544103,-0.0005822870298288763,-0.014985253103077412,0.014402966073248535,1.0145071885589325,0.006255128688651586
0,The role of large language models in modern society is," not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it. The role of large language models in modern society is not just to support the social contract but also to promote it.
",59,198,"
",0.35358930052164694,0.17542133244746375,-1.0396192073822021,-1.7405645847320557,0.7009453773498535,2.0156573638359636,0.304416709498634
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",0,326, that,0.5903420774835141,0.7334398286644663,-0.5270531177520752,-0.3100097179412842,-0.21704339981079102,0.804895036254683,-0.09426075087134782
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",1,484, they,0.46278925847079283,0.5193465710493819,-0.7704834938049316,-0.6551838517189026,-0.11529964208602905,0.8910990931078828,-0.05007399832338235
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",2,460, can,0.32734021139241376,0.27118816331526885,-1.1167552471160889,-1.3049423694610596,0.1881871223449707,1.2070593619968049,0.08172862879967291
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",3,307, be,0.1758951017250813,0.271031417113049,-1.7378674745559692,-1.3055205345153809,-0.4323469400405884,0.6489841790249514,-0.18776589032738358
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",4,29563, modeled,0.04559434025787214,0.007437614874890707,-3.0879716873168945,-4.901205062866211,1.8132333755493164,6.13023677950818,0.7874772494038748
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",5,287, in,0.19726696465017063,0.13975978086131488,-1.623197317123413,-1.9678301811218262,0.3446328639984131,1.411471622482871,0.14967215111702464
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",6,257, a,0.22950961822528526,0.1607666687575562,-1.4718103408813477,-1.82780122756958,0.3559908866882324,1.4275945380904589,0.1546048776965451
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",7,835, way,0.30024424827829227,0.10987798542157592,-1.203158974647522,-2.2083847522735596,1.0052257776260376,2.7325241460000007,0.4365640082898934
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",8,326, that,0.8836532753340798,0.8850209240215249,-0.12369051575660706,-0.12214399129152298,-0.001546524465084076,0.9984546707876345,-0.0006716470413143924
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",9,318, is,0.2575465019601218,0.15501145481221246,-1.3565549850463867,-1.8642562627792358,0.5077012777328491,1.6614675494280386,0.22049186337460666
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",10,19933, intuitive,0.011724423181131736,0.007862034995901726,-4.446081161499023,-4.845709800720215,0.3996286392211914,1.4912707953148736,0.17355651282426884
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",11,13,.,0.14446608532291458,0.06902778700396939,-1.9347105026245117,-2.673246145248413,0.7385356426239014,2.0928685619692136,0.32074195428043234
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",12,554, In,0.08154664310823524,0.0871609711592777,-2.506580114364624,-2.4399986267089844,-0.06658148765563965,0.9355866739852765,-0.028915972685753775
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",13,1109, fact,0.06540483959816454,0.0662813207140336,-2.727159023284912,-2.7138471603393555,-0.01331186294555664,0.986776348050598,-0.005781268621107617
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",14,11,",",0.9701332120531481,0.9557658767989953,-0.030321884900331497,-0.045242294669151306,0.014920409768819809,1.015032274747317,0.0064798516303338155
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",15,867, many,0.04258421236783106,0.03386153276679846,-3.1562716960906982,-3.3854756355285645,0.2292039394378662,1.2575984867874994,0.0995420061283524
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",16,17019, neural,0.07363808063940999,0.049239105102772206,-2.608592987060547,-3.0110671520233154,0.40247416496276855,1.4955202879035285,0.17479230895194947
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",17,7686, networks,0.8701785215471594,0.7984815154183194,-0.13905689120292664,-0.22504346072673798,0.08598656952381134,1.089791691785474,0.03734349266198159
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",18,423, have,0.12751269916049898,0.11073403996549729,-2.059539318084717,-2.2006239891052246,0.1410846710205078,1.1515221444122297,0.061272294105342164
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",19,587, been,0.4380505189055763,0.433932785205997,-0.8254210352897644,-0.8348656296730042,0.009444594383239746,1.0094893353071364,0.004101735224455468
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",20,973, used,0.03596626530098554,0.03857877426107764,-3.325173854827881,-3.2550530433654785,-0.07012081146240234,0.9322811828490912,-0.030453081484699624
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",21,284, to,0.43744190383609144,0.4543635461950467,-0.8268113732337952,-0.788857638835907,-0.037953734397888184,0.962757482415433,-0.016483097416624473
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",22,2746, model,0.30972211040958836,0.11680788939394554,-1.1720798015594482,-2.1472246646881104,0.9751448631286621,2.6515512951785434,0.4235000331130797
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",23,867, many,0.026646581413717386,0.03507830188124641,-3.625094413757324,-3.350172519683838,-0.27492189407348633,0.7596314526263657,-0.11939706155050542
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",24,6982, kinds,0.07317837761239691,0.05138144300087483,-2.6148552894592285,-2.968478202819824,0.3536229133605957,1.4242180316179707,0.1535764799470584
1,"In machine learning, a surprising property of neural networks is"," that they can be modeled in a way that is intuitive. In fact, many neural networks have been used to model many kinds of information, from information about the environment to the information in the food chain. But in particular, they can be modeled in such a way that the information is not simply stored",25,286, of,0.9983920720713849,0.9992770418671995,-0.0016092220321297646,-0.0007232195930555463,-0.0008860024390742183,0.9991143899451937,-0.000384785970242755
