prompt_id,prompt,continuation_text,token_idx,token_id,token_str,p_a,p_b,ratio_pA_over_pB
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",41,546, about,0.04942912271353449,0.010461321240708935,4.724940719838253
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",42,703, how,0.06711817665687786,0.08462866978288677,0.7930902946846294
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",43,1243, things,0.09695595478959539,0.06338282670253159,1.5296880848282337
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",44,1244, might,0.1609898644255719,0.07147241496424703,2.2524755110920007
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",45,1210, turn,0.1875118043816331,0.09111961372004264,2.0578643469423317
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",46,503, out,0.9986202705950388,0.9996139110174099,0.9990059757958352
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",47,287, in,0.0723414827731518,0.05506954280660246,1.3136387027436618
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",48,3357, practice,0.037996869184655675,0.015939649739742982,2.383795742381749
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",49,526,".""",0.0035971323771901657,0.006012870777039915,0.598238763241974
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",50,198,"
",0.7940756501551719,0.7478576011342564,1.0618006007438017
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",51,960,—,5.473945297463842e-06,6.480882459169173e-07,8.446296213441252
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",52,7970, Stephen,0.004093673796713962,0.002608355930805142,1.5694460055726887
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",53,50220, Hawking,0.13142993569077285,0.059487713522754615,2.2093627054685783
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",54,357, (,0.014398241134070393,0.0371658719718504,0.3874049059033429
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",55,1129,19,0.022112032790614747,0.019223431620286367,1.150264595176652
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",56,1959,29,0.03017072781158087,0.0169434137328264,1.7806758595009513
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",57,12,-,0.5042576731521281,0.3224833621215575,1.5636703544477815
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",58,14585,2001,0.02249741923087704,0.014227497611707069,1.5812632582953368
1,"In machine learning, a surprising property of neural networks is"," that they are able to capture information from other systems and then use this data as the basis for new insights. This means we can infer certain outcomes based on our own experiences rather than relying on others' predictions about how things might turn out in practice.""
— Stephen Hawking (1929-2001)",59,8,),0.7378019209152678,0.6991567005216475,1.0552740470981494
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",0,326, that,0.6282396809245847,0.6681201065860429,0.9403094963490338
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",1,340, it,0.29356214427927163,0.35311234525563717,0.8313562191283516
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",2,1595, doesn,0.029710495793375553,0.01976672779975923,1.503055846893255
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",3,470,'t,0.9992107426934044,0.9998375441343129,0.9993730967149757
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",4,1011, take,0.04782145843720928,0.027769499381002923,1.7220857236599618
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",5,656, into,0.31697731600971113,0.3949320459444245,0.8026122956208945
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",6,1848, account,0.9576527396051087,0.9461667008606941,1.012139550814847
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",7,644, what,0.03794281542743637,0.03093034694861143,1.2267180672261988
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",8,584, other,0.025156783983444918,0.008848168552964018,2.84316283453006
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",9,661, people,0.2663082185896381,0.4495910443816104,0.5923343489991699
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",10,389, are,0.27310814014163876,0.21843754609420857,1.250280206058768
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",11,2282, saying,0.10030848460226378,0.005367020753742186,18.689788842780814
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",12,11,",",0.15891523734030544,0.0949584362600897,1.6735241606658207
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",13,290, and,0.20662606408430026,0.12242432866282793,1.6877859682071408
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",14,262, the,0.040352522689157816,0.027149195063821383,1.4863248282057169
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",15,691, only,0.025076104670870323,0.03212455235760141,0.7805900107721421
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",16,835, way,0.3574543709880664,0.4755759543815365,0.7516241468787431
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",17,284, to,0.6810201938344626,0.5924334255792091,1.1495303344314918
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",18,787, make,0.03832568177506628,0.061114345119010795,0.627114332984063
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",19,1654, sure,0.10142444101862398,0.17317848479924486,0.5856642130585625
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",20,534, your,0.039373358536527875,0.09788002780379772,0.4022614155305767
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",21,4578, argument,0.017063800095296153,0.0028398646399818974,6.0086667001864305
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",22,2499, works,0.04117013116335638,0.02564800960689535,1.6051979001243035
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",23,287, in,0.029364028987403333,0.030208134364203377,0.9720570172714701
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",24,257, a,0.13451889766821984,0.15659607421438196,0.8590183268838644
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",25,922, good,0.01585868149242623,0.001507170238656184,10.522156744924896
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",26,5642, manner,0.016895579513532183,0.03898493340507248,0.4333874150297723
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",27,2125, isn,0.006054686816141528,0.00283761628237142,2.133722890496517
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",28,18265,´,0.0001136701656364626,1.4203832310045011e-05,8.00278144343302
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",29,83,t,0.9998317048053932,0.9991480224232306,1.0006842653609067
